candidate_id,horizon_frames,outcome,n_rows,n_valid,n_signal,n_signal_valid,episodes,symbol_coverage,share_of_valid_rows,base_p_outcome,n_matched,ctrl_p_outcome,control_draws,p_up,p_down,p_outcome,mean_fwd_ticks,median_fwd_ticks,mfe,mae,median_t_favourable_s,median_t_adverse_s,lift_vs_base_pp,matched_lift_pp,matched_lift_sd,ctrl_mean_ticks,ticks_vs_ctrl,family,logic,formula,truth_class,status,reason
DYN_F_l1_pos_top5_weak,4,up,4257,3533,175,157,55,14,0.04444,0.24455,153,0.31503,20,0.28025,0.28662,0.28025,0.08917,0.0,0.57962,-0.33439,114.00432,105.44042,3.56986,-3.47827,3.14241,-0.0549,0.14407,dynamics,L1 > θ and top5 < 0,,INFERRED,WEAK,matched lift -3.48pp — inside ±5pp of its control
DYN_F_l1_pos_top5_weak,8,up,4257,3529,175,159,55,14,0.04506,0.29498,153,0.3451,20,0.31447,0.46541,0.31447,-0.38365,0.0,0.77044,-0.89308,157.91964,187.02904,1.94856,-3.0628,4.13152,-0.16699,-0.21666,dynamics,L1 > θ and top5 < 0,,INFERRED,WEAK,matched lift -3.06pp — inside ±5pp of its control
DYN_G_top5_pos_l1_weak,2,down,4257,3560,671,634,161,14,0.17809,0.21124,619,0.18514,20,0.10095,0.24606,0.24606,-0.16246,0.0,0.00394,-0.26025,80.44915,73.3069,3.4824,6.09227,1.59446,-0.04414,-0.11832,dynamics,"top5 > θ and L1 < 0 — deep bullish, touch bearish",,INFERRED,PROMISING,matched lift +6.09pp on 161 episodes
DYN_G_top5_pos_l1_weak,4,down,4257,3533,671,636,161,14,0.18002,0.31956,615,0.27927,20,0.16195,0.37264,0.37264,-0.2445,0.0,0.23742,-0.5739,117.43209,104.67421,5.30816,9.33717,1.45901,-0.0161,-0.2284,dynamics,"top5 > θ and L1 < 0 — deep bullish, touch bearish",,INFERRED,PROMISING,matched lift +9.34pp on 161 episodes
DYN_G_top5_pos_l1_weak,8,down,4257,3529,671,627,161,14,0.17767,0.40861,612,0.36822,20,0.24721,0.48485,0.48485,-0.35088,0.0,0.62998,-1.16427,199.08956,145.02955,7.62357,11.6631,1.28908,-0.19493,-0.15595,dynamics,"top5 > θ and L1 < 0 — deep bullish, touch bearish",,INFERRED,PROMISING,matched lift +11.66pp on 161 episodes
DYN_H_persistent,2,up,4257,3560,1200,1110,208,14,0.3118,0.16826,1094,0.12642,20,0.21892,0.14144,0.21892,0.08378,0.0,0.18649,-0.0518,73.47129,76.68436,5.06616,9.25032,0.97871,-0.17665,0.26043,dynamics,P above θ for ≥ 3 consecutive frames,,INFERRED,PROMISING,matched lift +9.25pp on 208 episodes
DYN_H_persistent,4,up,4257,3533,1200,1091,208,14,0.3088,0.24455,1074,0.18459,20,0.31164,0.21815,0.31164,0.11549,0.0,0.42209,-0.23831,100.95187,116.84575,6.70886,12.70497,1.35263,-0.31927,0.43476,dynamics,P above θ for ≥ 3 consecutive frames,,INFERRED,PROMISING,matched lift +12.70pp on 208 episodes
DYN_H_persistent,8,up,4257,3529,1200,1092,208,14,0.30944,0.29498,1075,0.22544,20,0.36538,0.29121,0.36538,0.0174,0.0,0.75824,-0.63324,131.26243,168.32705,7.03956,13.99381,1.07058,-0.43856,0.45596,dynamics,P above θ for ≥ 3 consecutive frames,,INFERRED,PROMISING,matched lift +13.99pp on 208 episodes
DYN_I_exhaustion,2,up,4257,3560,205,192,198,14,0.05393,0.16826,192,0.15781,20,0.13021,0.125,0.13021,0.04688,0.0,0.17448,-0.08854,110.26768,120.92501,-3.80484,-2.76025,2.13812,-0.09701,0.14389,dynamics,P above θ but V < 0 and A < 0,,INFERRED,WEAK,matched lift -2.76pp — inside ±5pp of its control
DYN_I_exhaustion,4,up,4257,3533,205,195,198,14,0.05519,0.24455,195,0.23513,20,0.24615,0.23077,0.24615,-0.0359,0.0,0.37436,-0.35385,123.11,128.05202,0.15986,1.10218,2.80526,-0.12103,0.08513,dynamics,P above θ but V < 0 and A < 0,,INFERRED,WEAK,matched lift +1.10pp — inside ±5pp of its control
DYN_I_exhaustion,8,up,4257,3529,205,195,198,14,0.05526,0.29498,195,0.26795,20,0.33846,0.32821,0.33846,-0.12821,0.0,0.64103,-0.72821,158.0525,205.07465,4.34756,7.05113,3.21281,-0.27731,0.1491,dynamics,P above θ but V < 0 and A < 0,,INFERRED,PROMISING,matched lift +7.05pp on 198 episodes
DYN_J_reversal,2,up,4257,3560,145,140,145,14,0.03933,0.16826,138,0.20543,20,0.21429,0.14286,0.21429,0.21071,0.0,0.33929,-0.11429,111.24155,102.06534,4.60316,0.88552,3.4173,-0.09312,0.30383,dynamics,P crosses from below −θ to above +θ,,INFERRED,WEAK,matched lift +0.89pp — inside ±5pp of its control
DYN_J_reversal,4,up,4257,3533,145,135,145,14,0.03821,0.24455,132,0.26288,20,0.38519,0.28148,0.38519,0.15926,0.0,0.72593,-0.45926,126.46877,121.6182,14.06386,12.23112,4.36303,-0.19943,0.35869,dynamics,P crosses from below −θ to above +θ,,INFERRED,PROMISING,matched lift +12.23pp on 145 episodes
DYN_J_reversal,8,up,4257,3529,145,138,145,14,0.0391,0.29498,136,0.34118,20,0.36232,0.42029,0.36232,-0.15942,0.0,1.18478,-1.07246,145.83595,168.67339,6.73356,2.11435,2.99297,-0.26636,0.10694,dynamics,P crosses from below −θ to above +θ,,INFERRED,WEAK,matched lift +2.11pp — inside ±5pp of its control
GEO_touch_dominant_bid,2,up,4257,3560,871,824,210,14,0.23146,0.16826,806,0.1317,20,0.25971,0.12743,0.25971,0.19539,0.0,0.28459,0.01274,79.59566,75.94604,9.14516,12.80102,0.97133,-0.183,0.37839,geometry,L1 > θ and L1 − top5 > θ,,INFERRED,PROMISING,matched lift +12.80pp on 210 episodes
GEO_touch_dominant_bid,4,up,4257,3533,871,816,210,14,0.23097,0.24455,800,0.20213,20,0.36397,0.21446,0.36397,0.28676,0.0,0.61091,-0.18199,107.88322,121.81795,11.94186,16.1845,1.29403,-0.30734,0.5941,geometry,L1 > θ and L1 − top5 > θ,,INFERRED,PROMISING,matched lift +16.18pp on 210 episodes
GEO_touch_dominant_bid,8,up,4257,3529,871,829,210,14,0.23491,0.29498,811,0.26806,20,0.4029,0.30398,0.4029,0.04222,0.0,0.92823,-0.65862,128.00776,184.23748,10.79156,13.48359,1.50773,-0.41964,0.46186,geometry,L1 > θ and L1 − top5 > θ,,INFERRED,PROMISING,matched lift +13.48pp on 210 episodes
GEO_broad_bid,2,up,4257,3560,1368,1264,247,14,0.35506,0.16826,1227,0.11491,20,0.23497,0.1432,0.23497,0.10997,0.0,0.22429,-0.06052,77.5528,82.20452,6.67116,12.00556,1.02273,-0.30014,0.41011,geometry,L1 > θ and top5 > θ,,INFERRED,PROMISING,matched lift +12.01pp on 247 episodes
GEO_broad_bid,4,up,4257,3533,1368,1238,247,14,0.35041,0.24455,1201,0.17057,20,0.33279,0.21325,0.33279,0.15509,0.0,0.51616,-0.28473,107.5828,115.58004,8.82386,16.22238,0.74045,-0.4596,0.61469,geometry,L1 > θ and top5 > θ,,INFERRED,PROMISING,matched lift +16.22pp on 247 episodes
GEO_broad_bid,8,up,4257,3529,1368,1247,247,14,0.35336,0.29498,1198,0.23005,20,0.36568,0.28949,0.36568,0.04451,0.0,0.88292,-0.70489,130.9373,168.74546,7.06956,13.56299,1.05877,-0.56327,0.60778,geometry,L1 > θ and top5 > θ,,INFERRED,PROMISING,matched lift +13.56pp on 247 episodes
GEO_deep_only_bid,2,up,4257,3560,876,827,194,14,0.2323,0.16826,809,0.22373,20,0.11608,0.24667,0.11608,-0.12696,0.0,0.0399,-0.23519,80.44915,76.61665,-5.21784,-10.7653,1.55323,0.03594,-0.1629,geometry,top5 > θ and L1 ≤ θ,,INFERRED,KILLED,matched lift -10.77pp — worse than its own control
GEO_deep_only_bid,4,up,4257,3533,876,823,194,14,0.23295,0.24455,800,0.30069,20,0.17861,0.3706,0.17861,-0.19441,0.0,0.28979,-0.56015,112.79521,108.9749,-6.59414,-12.20775,1.49146,-0.03134,-0.16307,geometry,top5 > θ and L1 ≤ θ,,INFERRED,KILLED,matched lift -12.21pp — worse than its own control
GEO_deep_only_bid,8,up,4257,3529,876,816,194,14,0.23123,0.29498,795,0.31453,20,0.26838,0.45466,0.26838,-0.15074,0.0,0.76225,-1.06434,193.59885,137.68205,-2.66044,-4.61483,1.70648,-0.24921,0.09847,geometry,top5 > θ and L1 ≤ θ,,INFERRED,WEAK,matched lift -4.61pp — inside ±5pp of its control
GEO_touch_dominant_ask,2,down,4257,3560,1205,1139,258,14,0.31994,0.21124,1078,0.19443,20,0.10711,0.295,0.295,-0.28753,0.0,-0.05619,-0.3806,80.44915,76.256,8.3764,10.05659,1.0899,-0.02078,-0.26675,geometry,L1 < −θ and L1 − top5 < −θ,,INFERRED,PROMISING,matched lift +10.06pp on 258 episodes
GEO_touch_dominant_ask,4,down,4257,3533,1205,1145,258,14,0.32409,0.31956,1079,0.28253,20,0.15284,0.44629,0.44629,-0.52358,0.0,0.13755,-0.83712,114.25631,107.52946,12.67316,16.37599,1.3914,0.01311,-0.53669,geometry,L1 < −θ and L1 − top5 < −θ,,INFERRED,PROMISING,matched lift +16.38pp on 258 episodes
GEO_touch_dominant_ask,8,down,4257,3529,1205,1142,258,14,0.3236,0.40861,1085,0.39203,20,0.22329,0.5324,0.5324,-0.75657,-0.5,0.46366,-1.49869,190.7645,132.09088,12.37857,14.03724,1.64879,-0.10016,-0.65641,geometry,L1 < −θ and L1 − top5 < −θ,,INFERRED,PROMISING,matched lift +14.04pp on 258 episodes
GEO_broad_ask,2,down,4257,3560,476,272,76,12,0.0764,0.21124,260,0.26538,20,0.08824,0.30147,0.30147,-0.33456,0.0,-0.10662,-0.40257,72.55202,74.28721,9.0234,3.60854,2.69953,-0.26663,-0.06793,geometry,L1 < −θ and top5 < −θ,,INFERRED,WEAK,matched lift +3.61pp — inside ±5pp of its control
GEO_broad_ask,4,down,4257,3533,476,273,76,12,0.07727,0.31956,262,0.37214,20,0.14286,0.46154,0.46154,-0.54762,0.0,0.16117,-0.88462,111.93708,104.87806,14.19816,8.94026,2.72855,-0.31565,-0.23197,geometry,L1 < −θ and top5 < −θ,,INFERRED,PROMISING,matched lift +8.94pp on 76 episodes
GEO_broad_ask,8,down,4257,3529,476,271,76,12,0.07679,0.40861,259,0.44749,20,0.15498,0.57934,0.57934,-0.99631,-0.5,0.33948,-1.55351,148.50516,132.68183,17.07257,13.18497,1.64239,-0.41815,-0.57816,geometry,L1 < −θ and top5 < −θ,,INFERRED,PROMISING,matched lift +13.18pp on 76 episodes
GEO_deep_only_ask,2,down,4257,3560,158,143,37,11,0.04017,0.21124,137,0.23723,20,0.13986,0.25175,0.25175,-0.31119,0.0,-0.0979,-0.38811,84.93583,68.16549,4.0514,1.45237,2.827,-0.16259,-0.1486,geometry,top5 < −θ and L1 ≥ −θ,,INFERRED,WEAK,matched lift +1.45pp — inside ±5pp of its control
GEO_deep_only_ask,4,down,4257,3533,158,139,37,11,0.03934,0.31956,135,0.36148,20,0.17986,0.35971,0.35971,-0.52158,0.0,0.08633,-0.79496,121.53167,92.71649,4.01516,-0.17715,3.9314,-0.295,-0.22658,geometry,top5 < −θ and L1 ≥ −θ,,INFERRED,WEAK,matched lift -0.18pp — inside ±5pp of its control
GEO_deep_only_ask,8,down,4257,3529,158,132,37,10,0.0374,0.40861,126,0.48929,20,0.18939,0.52273,0.52273,-0.9697,-0.5,0.26515,-1.32576,169.72772,128.40636,11.41157,3.34443,4.12212,-0.65258,-0.31712,geometry,top5 < −θ and L1 ≥ −θ,,INFERRED,WEAK,matched lift +3.34pp — inside ±5pp of its control
RISK_depletion,2,down,4257,3560,405,237,229,14,0.06657,0.21124,234,0.26923,20,0.16878,0.26582,0.26582,-0.11181,0.0,0.13924,-0.29958,74.6829,79.77987,5.4584,-0.34108,2.59762,-0.02009,-0.09172,risk,top-5 liquidity lost ≥30 % over 3 frames,,INFERRED,WEAK,matched lift -0.34pp — inside ±5pp of its control
RISK_depletion,4,down,4257,3533,405,234,229,14,0.06623,0.31956,233,0.38562,20,0.28632,0.35897,0.35897,-0.01496,0.0,0.65598,-0.72436,117.52328,92.56006,3.94116,-2.66523,2.41693,-0.23455,0.21959,risk,top-5 liquidity lost ≥30 % over 3 frames,,INFERRED,WEAK,matched lift -2.67pp — inside ±5pp of its control
RISK_depletion,8,down,4257,3529,405,227,229,14,0.06432,0.40861,224,0.49598,20,0.32599,0.49339,0.49339,-0.11013,0.0,1.29736,-1.4163,147.88413,129.50737,8.47757,-0.25921,3.11289,-0.60692,0.49679,risk,top-5 liquidity lost ≥30 % over 3 frames,,INFERRED,WEAK,matched lift -0.26pp — inside ±5pp of its control
RISK_bid_retreat,2,down,4257,3560,340,324,328,14,0.09101,0.21124,323,0.29985,20,0.15432,0.12654,0.12654,0.0,0.0,0.14043,-0.16667,112.51265,104.87806,-8.4696,-17.33052,2.51373,-0.12655,0.12655,risk,best bid stepped down,,INFERRED,KILLED,matched lift -17.33pp — worse than its own control
RISK_bid_retreat,4,down,4257,3533,340,315,328,14,0.08916,0.31956,314,0.39029,20,0.30159,0.34286,0.34286,-0.13651,0.0,0.43968,-0.5746,123.16128,125.2146,2.33016,-4.74266,2.38205,-0.16003,0.02352,risk,best bid stepped down,,INFERRED,WEAK,matched lift -4.74pp — inside ±5pp of its control
RISK_bid_retreat,8,down,4257,3529,340,321,328,14,0.09096,0.40861,320,0.4725,20,0.32087,0.44548,0.44548,-0.25545,0.0,0.88785,-1.15888,149.81825,167.41771,3.68657,-2.702,2.21807,-0.40367,0.14822,risk,best bid stepped down,,INFERRED,WEAK,matched lift -2.70pp — inside ±5pp of its control
RISK_spread_widening,2,down,4257,3560,152,142,151,13,0.03989,0.21124,140,0.35464,20,0.15493,0.19718,0.19718,-0.14437,0.0,0.09859,-0.32394,117.34915,111.16817,-1.4056,-15.74629,3.3525,-0.21429,0.06992,risk,spread widened,,INFERRED,KILLED,matched lift -15.75pp — worse than its own control
RISK_spread_widening,4,down,4257,3533,152,141,151,13,0.03991,0.31956,138,0.47174,20,0.34043,0.41135,0.41135,-0.05674,0.0,0.45745,-0.60993,123.54504,122.57423,9.17916,-6.03891,3.13579,-0.42391,0.36717,risk,spread widened,,INFERRED,KILLED,matched lift -6.04pp — worse than its own control
RISK_spread_widening,8,down,4257,3529,152,143,151,13,0.04052,0.40861,141,0.54149,20,0.39161,0.5035,0.5035,-0.26224,-0.0,0.98951,-1.33217,148.46086,150.5215,9.48857,-3.79894,3.60368,-0.76631,0.50407,risk,spread widened,,INFERRED,WEAK,matched lift -3.80pp — inside ±5pp of its control
RISK_any,2,down,4257,3560,777,591,547,14,0.16601,0.21124,586,0.30606,20,0.15905,0.19797,0.19797,-0.06853,0.0,0.13959,-0.23942,106.43338,92.71649,-1.3266,-10.8088,1.75193,-0.1125,0.04397,risk,any of depletion / bid retreat / spread widening,,INFERRED,KILLED,matched lift -10.81pp — worse than its own control
RISK_any,4,down,4257,3533,777,581,547,14,0.16445,0.31956,577,0.39497,20,0.29776,0.358,0.358,-0.06713,0.0,0.52926,-0.61704,123.00132,116.50764,3.84416,-3.6974,1.76016,-0.22405,0.15692,risk,any of depletion / bid retreat / spread widening,,INFERRED,WEAK,matched lift -3.70pp — inside ±5pp of its control
RISK_any,8,down,4257,3529,777,583,547,14,0.1652,0.40861,575,0.48626,20,0.32933,0.46484,0.46484,-0.21527,0.0,1.0283,-1.26844,149.26589,149.41825,5.62257,-2.14209,1.95005,-0.48178,0.26651,risk,any of depletion / bid retreat / spread widening,,INFERRED,WEAK,matched lift -2.14pp — inside ±5pp of its control
RISK_hard,2,down,4257,3560,107,100,104,14,0.02809,0.21124,99,0.37222,20,0.17,0.13,0.13,-0.055,0.0,0.095,-0.245,117.26621,109.0691,-8.1236,-24.22222,4.80839,-0.33636,0.28136,risk,two or more risk states at once,,INFERRED,KILLED,matched lift -24.22pp — worse than its own control
RISK_hard,4,down,4257,3533,107,97,104,14,0.02746,0.31956,96,0.46302,20,0.3299,0.38144,0.38144,-0.21649,0.0,0.40206,-0.71134,119.64921,132.68183,6.18816,-8.15808,2.99387,-0.59766,0.38117,risk,two or more risk states at once,,INFERRED,INSUFFICIENT_SAMPLE,"104 episodes / 97 rows — below the 30-episode, 100-row floor. NOT a kill."
RISK_hard,8,down,4257,3529,107,97,104,14,0.02749,0.40861,96,0.56771,20,0.36082,0.52577,0.52577,-0.28866,-0.5,1.00515,-1.3299,137.38232,168.67339,11.71557,-4.19383,3.48772,-0.9362,0.64754,risk,two or more risk states at once,,INFERRED,INSUFFICIENT_SAMPLE,"104 episodes / 97 rows — below the 30-episode, 100-row floor. NOT a kill."
VETO_E1_no_risk,2,up,4257,3560,1476,1368,375,14,0.38427,0.16826,1357,0.11603,20,0.23099,0.14327,0.23099,0.11586,0.0,0.22149,-0.04057,74.07747,75.64909,6.27316,11.4962,0.85086,-0.20416,0.32002,veto,E1 and no risk state,,INFERRED,PROMISING,matched lift +11.50pp on 375 episodes
VETO_E1_no_risk,4,up,4257,3533,1476,1351,375,14,0.38239,0.24455,1340,0.19996,20,0.3094,0.21762,0.3094,0.13138,0.0,0.47853,-0.25759,99.68133,112.55845,6.48486,10.94373,0.88547,-0.29075,0.42213,veto,E1 and no risk state,,INFERRED,PROMISING,matched lift +10.94pp on 375 episodes
VETO_E1_no_risk,8,up,4257,3529,1476,1362,375,14,0.38595,0.29498,1345,0.24703,20,0.35169,0.29442,0.35169,0.0268,0.0,0.79956,-0.6384,127.13318,168.75598,5.67056,10.4664,1.06599,-0.43301,0.45981,veto,E1 and no risk state,,INFERRED,PROMISING,matched lift +10.47pp on 375 episodes
VETO_E1_no_hard_risk,2,up,4257,3560,1736,1606,334,14,0.45112,0.16826,1588,0.11379,20,0.2254,0.1457,0.2254,0.10367,0.0,0.21513,-0.05604,77.5528,77.42535,5.71416,11.16091,0.77801,-0.26127,0.36494,veto,E1 and fewer than two risk states,,INFERRED,PROMISING,matched lift +11.16pp on 334 episodes
VETO_E1_no_hard_risk,4,up,4257,3533,1736,1585,334,14,0.44863,0.24455,1563,0.17655,20,0.3205,0.22397,0.3205,0.13312,0.0,0.49748,-0.28265,108.5142,115.30565,7.59486,14.39485,0.65163,-0.39995,0.53307,veto,E1 and fewer than two risk states,,INFERRED,PROMISING,matched lift +14.39pp on 334 episodes
VETO_E1_no_hard_risk,8,up,4257,3529,1736,1598,334,14,0.45282,0.29498,1576,0.23484,20,0.35607,0.30601,0.35607,-0.01564,0.0,0.82322,-0.70932,133.07299,171.50024,6.10856,12.1235,0.82369,-0.49056,0.47492,veto,E1 and fewer than two risk states,,INFERRED,PROMISING,matched lift +12.12pp on 334 episodes
VETO_E1_no_depletion,2,up,4257,3560,1700,1580,320,14,0.44382,0.16826,1542,0.11903,20,0.22342,0.14177,0.22342,0.10633,0.0,0.21329,-0.05158,80.68009,79.85243,5.51616,10.43863,0.56397,-0.2564,0.36273,veto,E1 and liquidity not depleting,,INFERRED,PROMISING,matched lift +10.44pp on 320 episodes
VETO_E1_no_depletion,4,up,4257,3533,1700,1559,320,14,0.44127,0.24455,1521,0.17337,20,0.32008,0.22322,0.32008,0.13214,0.0,0.4891,-0.27614,108.85046,115.97802,7.55286,14.67072,0.60072,-0.38143,0.51357,veto,E1 and liquidity not depleting,,INFERRED,PROMISING,matched lift +14.67pp on 320 episodes
VETO_E1_no_depletion,8,up,4257,3529,1700,1575,320,14,0.4463,0.29498,1525,0.22685,20,0.35746,0.3054,0.35746,0.0146,0.0,0.83302,-0.68952,133.07299,169.55149,6.24756,13.06075,0.71405,-0.53574,0.55034,veto,E1 and liquidity not depleting,,INFERRED,PROMISING,matched lift +13.06pp on 320 episodes
CTX_market_permission,2,up,4257,3560,1234,1136,331,14,0.3191,0.16826,1115,0.14471,20,0.20335,0.15669,0.20335,0.05854,0.0,0.16681,-0.08143,82.82682,76.05005,3.50916,5.86415,0.99031,-0.1672,0.22574,context,E1 and market pressure > 0,,INFERRED,PROMISING,matched lift +5.86pp on 331 episodes
CTX_market_permission,4,up,4257,3533,1234,1107,331,14,0.31333,0.24455,1087,0.21582,20,0.2963,0.25384,0.2963,0.07317,0.0,0.42547,-0.30262,112.84761,118.01663,5.17486,8.04766,1.25054,-0.28293,0.3561,context,E1 and market pressure > 0,,INFERRED,PROMISING,matched lift +8.05pp on 331 episodes
CTX_market_permission,8,up,4257,3529,1234,1127,331,14,0.31935,0.29498,1109,0.26366,20,0.33185,0.33274,0.33185,-0.08962,0.0,0.71917,-0.72804,141.47418,167.67593,3.68656,6.8189,1.22398,-0.41037,0.32075,context,E1 and market pressure > 0,,INFERRED,PROMISING,matched lift +6.82pp on 331 episodes
CTX_sector_permission,2,up,4257,3560,655,596,171,8,0.16742,0.16826,590,0.15102,20,0.28356,0.16946,0.28356,0.16443,0.0,0.29698,-0.06124,81.87412,75.82152,11.53016,13.25431,1.02125,-0.32572,0.49015,context,E1 and sector pressure > 0 (observable sectors only),,INFERRED,PROMISING,matched lift +13.25pp on 171 episodes
CTX_sector_permission,4,up,4257,3533,655,579,171,8,0.16388,0.24455,574,0.22274,20,0.40415,0.25389,0.40415,0.25561,0.0,0.71244,-0.31434,108.62161,108.33832,15.95986,18.14148,1.42465,-0.52835,0.78396,context,E1 and sector pressure > 0 (observable sectors only),,INFERRED,PROMISING,matched lift +18.14pp on 171 episodes
CTX_sector_permission,8,up,4257,3529,655,598,171,8,0.16945,0.29498,591,0.27538,20,0.44147,0.34615,0.44147,0.03846,0.0,1.15635,-0.90719,128.62611,154.72054,14.64856,16.60893,1.78384,-0.60554,0.644,context,E1 and sector pressure > 0 (observable sectors only),,INFERRED,PROMISING,matched lift +16.61pp on 171 episodes
CTX_share_resid,2,up,4257,3560,1715,1595,365,14,0.44803,0.16826,1540,0.11312,20,0.22884,0.14545,0.22884,0.09906,0.0,0.21473,-0.0674,79.59566,76.98539,6.05816,11.57231,0.66107,-0.28175,0.38081,context,share pressure minus market > 0.2,,INFERRED,PROMISING,matched lift +11.57pp on 365 episodes
CTX_share_resid,4,up,4257,3533,1715,1582,365,14,0.44778,0.24455,1526,0.17788,20,0.32933,0.22314,0.32933,0.15044,0.0,0.51296,-0.29204,109.15003,111.33945,8.47786,15.14466,1.00524,-0.48476,0.6352,context,share pressure minus market > 0.2,,INFERRED,PROMISING,matched lift +15.14pp on 365 episodes
CTX_share_resid,8,up,4257,3529,1715,1581,365,14,0.448,0.29498,1517,0.23312,20,0.36559,0.29538,0.36559,0.0408,0.0,0.8716,-0.69861,133.07299,163.29838,7.06056,13.24654,0.76674,-0.58866,0.62946,context,share pressure minus market > 0.2,,INFERRED,PROMISING,matched lift +13.25pp on 365 episodes
CTX_xs_rank_top,2,up,4257,3560,511,482,204,14,0.13539,0.16826,475,0.14074,20,0.32365,0.12241,0.32365,0.26971,0.0,0.37033,0.04668,82.38693,85.30366,15.53916,18.29132,1.50466,-0.189,0.45871,context,top decile of cross-sectional pressure at this instant,,INFERRED,PROMISING,matched lift +18.29pp on 204 episodes
CTX_xs_rank_top,4,up,4257,3533,511,478,204,14,0.1353,0.24455,471,0.22187,20,0.43933,0.18201,0.43933,0.37029,0.0,0.73326,-0.1841,107.77905,119.74924,19.47786,21.74616,1.73923,-0.33625,0.70654,context,top decile of cross-sectional pressure at this instant,,INFERRED,PROMISING,matched lift +21.75pp on 204 episodes
CTX_xs_rank_top,8,up,4257,3529,511,483,204,14,0.13687,0.29498,476,0.28571,20,0.41201,0.26915,0.41201,0.07246,0.0,1.11077,-0.73395,120.43202,178.24175,11.70256,12.62957,1.84537,-0.31082,0.38328,context,top decile of cross-sectional pressure at this instant,,INFERRED,PROMISING,matched lift +12.63pp on 204 episodes
CTX_market_weak_share_strong,2,up,4257,3560,559,522,235,14,0.14663,0.16826,521,0.15509,20,0.27011,0.12069,0.27011,0.1954,0.0,0.30939,-0.00958,76.03132,87.88845,10.18516,11.50236,1.43174,-0.11032,0.30572,context,E1 while the market tier is negative — the decoupling case,,INFERRED,PROMISING,matched lift +11.50pp on 235 episodes
CTX_market_weak_share_strong,4,up,4257,3533,559,527,235,14,0.14917,0.24455,526,0.21797,20,0.37951,0.17078,0.37951,0.26376,0.0,0.6518,-0.25427,104.85898,110.991,13.49586,16.15442,1.21384,-0.23265,0.49641,context,E1 while the market tier is negative — the decoupling case,,INFERRED,PROMISING,matched lift +16.15pp on 235 episodes
CTX_market_weak_share_strong,8,up,4257,3529,559,521,235,14,0.14763,0.29498,520,0.28827,20,0.41267,0.26679,0.41267,0.15259,0.0,1.09213,-0.6929,120.84055,177.66089,11.76856,12.44008,1.63881,-0.26942,0.42201,context,E1 while the market tier is negative — the decoupling case,,INFERRED,PROMISING,matched lift +12.44pp on 235 episodes
X_E1_and_TLPI1,2,up,4257,3560,1598,1511,279,14,0.42444,0.16826,1467,0.10556,20,0.22237,0.13766,0.22237,0.11648,0.0,0.22005,-0.04567,81.33513,82.07132,5.41116,11.68144,0.88555,-0.30823,0.42471,cross,E1 and TLPI(1) both above θ,,INFERRED,PROMISING,matched lift +11.68pp on 279 episodes
X_E1_and_TLPI1,4,up,4257,3533,1598,1487,279,14,0.42089,0.24455,1445,0.16097,20,0.3228,0.21318,0.3228,0.15198,0.0,0.5037,-0.26664,109.09845,116.48803,7.82486,16.18311,0.60138,-0.455,0.60698,cross,E1 and TLPI(1) both above θ,,INFERRED,PROMISING,matched lift +16.18pp on 279 episodes
X_E1_and_TLPI1,8,up,4257,3529,1598,1497,279,14,0.4242,0.29498,1448,0.22756,20,0.36339,0.29192,0.36339,0.03941,0.0,0.85204,-0.67001,133.80567,171.67378,6.84056,13.58348,0.87255,-0.5506,0.59001,cross,E1 and TLPI(1) both above θ,,INFERRED,PROMISING,matched lift +13.58pp on 279 episodes
X_TLPI1_vel,2,up,4257,3560,523,492,495,14,0.1382,0.16826,490,0.17531,20,0.1626,0.09756,0.1626,0.10976,0.0,0.18902,-0.07724,109.15003,108.94327,-0.56584,-1.27061,1.30407,-0.07995,0.18971,cross,TLPI(1) > θ and its velocity > 0,,INFERRED,WEAK,matched lift -1.27pp — inside ±5pp of its control
X_TLPI1_vel,4,up,4257,3533,523,491,495,14,0.13898,0.24455,489,0.23712,20,0.32179,0.2057,0.32179,0.17108,0.0,0.52546,-0.32383,126.24987,124.48838,7.72386,8.46734,1.71414,-0.13139,0.30247,cross,TLPI(1) > θ and its velocity > 0,,INFERRED,PROMISING,matched lift +8.47pp on 495 episodes
X_TLPI1_vel,8,up,4257,3529,523,491,495,14,0.13913,0.29498,489,0.28834,20,0.34216,0.3279,0.34216,0.04786,0.0,0.91242,-0.72505,155.74596,207.33112,4.71756,5.38164,1.76666,-0.22756,0.27542,cross,TLPI(1) > θ and its velocity > 0,,INFERRED,PROMISING,matched lift +5.38pp on 495 episodes
X_TLPI1_vel_acc,2,up,4257,3560,495,468,482,14,0.13146,0.16826,466,0.178,20,0.16453,0.09615,0.16453,0.11432,0.0,0.19338,-0.08013,109.00024,107.69012,-0.37284,-1.34743,2.07994,-0.0853,0.19962,cross,"TLPI(1) > θ, velocity > 0, acceleration > 0",,INFERRED,WEAK,matched lift -1.35pp — inside ±5pp of its control
X_TLPI1_vel_acc,4,up,4257,3533,495,467,482,14,0.13218,0.24455,465,0.24097,20,0.3212,0.20771,0.3212,0.16381,0.0,0.51499,-0.32334,124.14087,123.30684,7.66486,8.02323,1.89991,-0.12543,0.28924,cross,"TLPI(1) > θ, velocity > 0, acceleration > 0",,INFERRED,PROMISING,matched lift +8.02pp on 482 episodes
